Wk,Winner,Pts,Loser,Pts.1,winners,losers,home_rank,away_rank,home_team_code,away_team_code,home_results,win_rank,lose_rank,day_code,hours,null,half,quart,three_quart
12,Western Kentucky,45,Rice,10,Western Kentucky,Rice,99,99,128,155,0,99,99,5,14,1,0,0,0
12,Wyoming,14,Colorado State,13,Wyoming,Colorado State,99,99,26,224,1,99,99,5,19,1,0,0,0
13,Bowling Green,42,Toledo,35,Bowling Green,Toledo,99,99,114,23,1,99,99,1,19,1,0,0,0
13,Ohio,32,Ball State,18,Ohio,Ball State,99,99,11,143,1,99,99,1,19,1,0,0,0
13,Eastern Michigan,31,Kent State,24,Eastern Michigan,Kent State,99,99,49,54,1,99,99,2,18,1,0,0,0
13,Miami (OH),29,Northern Illinois,23,Miami (OH),Northern Illinois,99,99,80,109,1,99,99,2,19,1,0,0,0
13,Western Michigan,12,Central Michigan,10,Western Michigan,Central Michigan,99,99,20,220,1,99,99,2,20,1,0,0,0
13,(21) Tulane,59,Southern Methodist,24,Tulane,Southern Methodist,21,99,116,175,0,21,99,3,19,0,1,0,0
13,San Diego State,34,New Mexico,10,San Diego State,New Mexico,99,99,75,162,1,99,99,4,21,0,0,1,0
13,Tulsa,48,South Florida,42,Tulsa,South Florida,99,99,117,169,0,99,99,4,21,1,0,0,0
13,Air Force,24,Colorado State,12,Air Force,Colorado State,99,99,0,45,0,99,99,5,21,1,0,0,0
13,(8) Alabama,34,Austin Peay,0,Alabama,Austin Peay,8,99,2,17,0,8,99,5,12,1,0,0,0
13,Appalachian State,27,Old Dominion,14,Appalachian State,Old Dominion,99,99,4,147,0,99,99,5,14,0,1,0,0
13,Arkansas,42,(14) Mississippi,27,Arkansas,Mississippi,99,14,7,114,0,99,14,5,19,0,1,0,0
13,Army,34,Connecticut,17,Army,Connecticut,99,99,9,46,0,99,99,5,12,1,0,0,0
13,Auburn,41,Western Kentucky,17,Auburn,Western Kentucky,99,99,10,219,0,99,99,5,17,1,0,0,0
13,Boise State,20,Wyoming,17,Boise State,Wyoming,99,99,131,21,1,99,99,5,19,1,0,0,0
13,Brigham Young,52,Utah Tech,26,Brigham Young,Utah Tech,99,99,16,205,0,99,99,5,15,0,1,0,0
13,California,27,Stanford,20,California,Stanford,99,99,18,179,0,99,99,5,17,0,1,0,0
13,Charlotte,26,Louisiana Tech,21,Charlotte,Louisiana Tech,99,99,21,98,0,99,99,5,15,0,1,0,0
13,(22) Cincinnati,23,Temple,3,Cincinnati,Temple,99,22,105,39,1,22,99,5,16,1,0,0,0
13,(9) Clemson,40,Miami (FL),10,Clemson,Miami (FL),9,99,23,108,0,9,99,5,15,0,1,0,0
13,(20) Florida State,49,Louisiana,17,Florida State,Louisiana,20,99,34,96,0,20,99,5,12,1,0,0,0
13,Fresno State,41,Nevada,14,Fresno State,Nevada,99,99,73,63,1,99,99,5,22,0,1,0,0
13,(1) Georgia,16,Kentucky,6,Georgia,Kentucky,99,1,50,66,1,1,99,5,15,0,1,0,0
13,Georgia Tech,21,(13) North Carolina,17,Georgia Tech,North Carolina,13,99,77,69,1,99,13,5,17,0,1,0,0
13,Hawaii,31,Nevada-Las Vegas,25,Hawaii,Nevada-Las Vegas,99,99,40,123,0,99,99,5,11,1,0,0,0
13,Houston,42,East Carolina,3,Houston,East Carolina,99,99,29,73,1,99,99,5,14,1,0,0,0
13,Indiana,39,Michigan State,31,Indiana,Michigan State,99,99,64,81,1,99,99,5,12,1,0,0,0
13,Iowa,13,Minnesota,10,Iowa,Minnesota,99,99,66,83,1,99,99,5,16,1,0,0,0
13,James Madison,42,Georgia State,40,James Madison,Georgia State,99,99,46,68,0,99,99,5,14,1,0,0,0
13,(19) Kansas State,48,West Virginia,31,Kansas State,West Virginia,99,19,127,88,1,19,99,5,14,1,0,0,0
13,(6) Louisiana State,41,Alabama-Birmingham,10,Louisiana State,Alabama-Birmingham,6,99,53,6,0,6,99,5,21,1,0,0,0
13,Louisville,25,North Carolina State,10,Louisville,North Carolina State,99,99,56,132,0,99,99,5,15,0,1,0,0
13,Marshall,23,Georgia Southern,10,Marshall,Georgia Southern,99,99,37,102,1,99,99,5,18,1,0,0,0
13,Memphis,59,North Alabama,0,Memphis,North Alabama,99,99,60,129,0,99,99,5,14,1,0,0,0
13,(3) Michigan,19,Illinois,17,Michigan,Illinois,3,99,63,78,0,3,99,5,12,1,0,0,0
13,Middle Tennessee State,49,Florida Atlantic,21,Middle Tennessee State,Florida Atlantic,99,99,65,59,0,99,99,5,15,0,1,0,0
13,Mississippi State,56,East Tennessee State,7,Mississippi State,East Tennessee State,99,99,68,51,0,99,99,5,12,1,0,0,0
13,Missouri,45,New Mexico State,14,Missouri,New Mexico State,99,99,69,126,0,99,99,5,19,0,1,0,0
13,Navy,17,(17) Central Florida,14,Navy,Central Florida,17,99,19,120,1,99,17,5,11,1,0,0,0
13,(18) Notre Dame,44,Boston College,0,Notre Dame,Boston College,18,99,82,22,0,18,99,5,14,0,1,0,0
13,(2) Ohio State,43,Maryland,30,Ohio State,Maryland,99,2,58,144,1,2,99,5,15,0,1,0,0
13,Oklahoma,28,(24) Oklahoma State,13,Oklahoma,Oklahoma State,99,24,85,146,0,99,24,5,19,0,1,0,0
13,(12) Oregon,20,(10) Utah,17,Oregon,Utah,12,10,88,203,0,12,10,5,22,0,1,0,0
13,(25) Oregon State,31,Arizona State,7,Oregon State,Arizona State,99,25,6,149,1,25,99,5,14,0,0,0,1
13,(11) Penn State,55,Rutgers,10,Penn State,Rutgers,99,11,94,150,1,11,99,5,15,0,1,0,0
13,Pittsburgh,28,Duke,26,Pittsburgh,Duke,99,99,91,48,0,99,99,5,12,1,0,0,0
13,Purdue,17,Northwestern,9,Purdue,Northwestern,99,99,92,140,0,99,99,5,12,1,0,0,0
13,South Alabama,27,Southern Mississippi,20,South Alabama,Southern Mississippi,99,99,102,164,1,99,99,5,15,0,1,0,0
13,South Carolina,63,(5) Tennessee,38,South Carolina,Tennessee,99,5,98,185,0,99,5,5,19,1,0,0,0
13,(7) Southern California,48,(16) UCLA,45,Southern California,UCLA,16,7,118,173,1,7,16,5,20,1,0,0,0
13,Texas,55,Kansas,14,Texas,Kansas,99,99,47,189,1,99,99,5,15,0,1,0,0
13,Texas A&M,20,Massachusetts,3,Texas A&M,Massachusetts,99,99,108,104,0,99,99,5,13,1,0,0,0
13,(4) Texas Christian,29,Baylor,28,Texas Christian,Baylor,99,4,12,191,1,4,99,5,12,1,0,0,0
13,Texas State,16,Arkansas State,13,Texas State,Arkansas State,99,99,110,13,0,99,99,5,17,1,0,0,0
13,Texas Tech,14,Iowa State,10,Texas Tech,Iowa State,99,99,45,194,1,99,99,5,19,1,0,0,0
13,Texas-El Paso,40,Florida International,6,Texas-El Paso,Florida International,99,99,112,60,0,99,99,5,16,1,0,0,0
13,Texas-San Antonio,41,Rice,7,Texas-San Antonio,Rice,99,99,93,196,1,99,99,5,13,1,0,0,0
13,Troy,34,Louisiana-Monroe,16,Troy,Louisiana-Monroe,99,99,115,99,0,99,99,5,15,0,1,0,0
13,Utah State,35,San Jose State,31,Utah State,San Jose State,99,99,120,163,0,99,99,5,21,0,0,1,0
13,Vanderbilt,31,Florida,24,Vanderbilt,Florida,99,99,121,57,0,99,99,5,12,1,0,0,0
13,Virginia Tech,23,Liberty,22,Virginia Tech,Liberty,99,99,51,210,1,99,99,5,12,1,0,0,0
13,Wake Forest,45,Syracuse,35,Wake Forest,Syracuse,99,99,124,182,0,99,99,5,20,1,0,0,0
13,(15) Washington,54,Colorado,7,Washington,Colorado,15,99,125,44,0,15,99,5,21,1,0,0,0
13,Washington State,31,Arizona,20,Washington State,Arizona,99,99,5,214,1,99,99,5,14,1,0,0,0
13,Wisconsin,15,Nebraska,14,Wisconsin,Nebraska,99,99,71,222,1,99,99,5,12,1,0,0,0
14,Miami (OH),18,Ball State,17,Miami (OH),Ball State,99,99,62,18,0,99,99,1,19,1,0,0,0
14,Ohio,38,Bowling Green,14,Ohio,Bowling Green,99,99,83,23,0,99,99,1,19,1,0,0,0
14,Mississippi State,24,(20) Mississippi,22,Mississippi State,Mississippi,20,99,67,115,1,99,20,3,19,1,0,0,0
14,Arizona,38,Arizona State,35,Arizona,Arizona State,99,99,5,11,0,99,99,4,15,1,0,0,0
14,Boise State,42,Utah State,23,Boise State,Utah State,99,99,13,204,0,99,99,4,12,1,0,0,0
14,Colorado State,17,New Mexico,0,Colorado State,New Mexico,99,99,26,125,0,99,99,4,15,0,1,0,0
14,Eastern Michigan,38,Central Michigan,19,Eastern Michigan,Central Michigan,99,99,30,35,0,99,99,4,12,1,0,0,0
14,(16) Florida State,45,Florida,38,Florida State,Florida,16,99,34,57,0,16,99,4,19,0,1,0,0
14,Fresno State,30,Wyoming,0,Fresno State,Wyoming,99,99,35,224,0,99,99,4,22,1,0,0,0
14,Missouri,29,Arkansas,27,Missouri,Arkansas,99,99,69,12,0,99,99,4,15,0,1,0,0
14,Nebraska,24,Iowa,17,Nebraska,Iowa,99,99,44,121,1,99,99,4,16,1,0,0,0
14,North Carolina State,30,(18) North Carolina,27,North Carolina State,North Carolina,18,99,77,132,1,99,18,4,15,0,1,0,0
14,(24) Texas,38,Baylor,27,Texas,Baylor,24,99,107,19,0,24,99,4,13,1,0,0,0
14,(19) Tulane,27,(21) Cincinnati,24,Tulane,Cincinnati,21,19,22,200,1,19,21,4,12,1,0,0,0
14,(17) UCLA,35,California,28,UCLA,California,99,17,18,202,1,17,99,4,16,0,1,0,0
14,Western Michigan,20,Toledo,14,Western Michigan,Toledo,99,99,129,197,0,99,99,4,12,1,0,0,0
14,Air Force,13,San Diego State,3,Air Force,San Diego State,99,99,95,1,1,99,99,5,20,1,0,0,0
14,Akron,44,Northern Illinois,12,Akron,Northern Illinois,99,99,80,2,1,99,99,5,13,0,1,0,0
14,(8) Alabama,49,Auburn,27,Alabama,Auburn,8,99,2,16,0,8,99,5,15,0,1,0,0
14,Alabama-Birmingham,37,Louisiana Tech,27,Alabama-Birmingham,Louisiana Tech,99,99,54,6,1,99,99,5,15,0,1,0,0
14,Army,44,Massachusetts,7,Army,Massachusetts,99,99,59,15,1,99,99,5,12,1,0,0,0
14,Brigham Young,35,Stanford,26,Brigham Young,Stanford,99,99,103,24,1,99,99,5,11,1,0,0,0
14,(25) Central Florida,46,South Florida,39,Central Florida,South Florida,99,25,99,34,1,25,99,5,19,1,0,0,0
14,Duke,34,Wake Forest,31,Duke,Wake Forest,99,99,28,212,0,99,99,5,15,0,1,0,0
14,East Carolina,49,Temple,46,East Carolina,Temple,99,99,105,50,1,99,99,5,13,1,0,0,0
14,(1) Georgia,37,Georgia Tech,14,Georgia,Georgia Tech,1,99,36,69,0,1,99,5,12,1,0,0,0
14,Georgia Southern,51,Appalachian State,48,Georgia Southern,Appalachian State,99,99,37,9,0,99,99,5,18,1,0,0,0
14,Illinois,41,Northwestern,3,Illinois,Northwestern,99,99,81,78,1,99,99,5,15,0,1,0,0
14,James Madison,47,(23) Coastal Carolina,7,James Madison,Coastal Carolina,99,23,46,42,0,99,23,5,12,1,0,0,0
14,(15) Kansas State,47,Kansas,27,Kansas State,Kansas,15,99,48,87,0,15,99,5,20,1,0,0,0
14,Kent State,30,Buffalo,27,Kent State,Buffalo,99,99,17,90,1,99,99,5,13,1,0,0,0
14,Kentucky,26,Louisville,13,Kentucky,Louisville,99,99,50,100,0,99,99,5,15,1,0,0,0
14,Louisiana,41,Texas State,13,Louisiana,Texas State,99,99,110,96,1,99,99,5,17,1,0,0,0
14,Marshall,28,Georgia State,23,Marshall,Georgia State,99,99,57,68,0,99,99,5,12,1,0,0,0
14,Maryland,37,Rutgers,0,Maryland,Rutgers,99,99,58,158,0,99,99,5,12,1,0,0,0
14,(3) Michigan,45,(2) Ohio State,23,Michigan,Ohio State,2,3,84,110,1,3,2,5,12,1,0,0,0
14,Middle Tennessee State,33,Florida International,28,Middle Tennessee State,Florida International,99,99,33,112,1,99,99,5,18,1,0,0,0
14,Minnesota,23,Wisconsin,16,Minnesota,Wisconsin,99,99,130,113,1,99,99,5,15,0,1,0,0
14,Nevada-Las Vegas,27,Nevada,22,Nevada-Las Vegas,Nevada,99,99,74,122,0,99,99,5,18,1,0,0,0
14,New Mexico State,49,Liberty,14,New Mexico State,Liberty,99,99,51,126,1,99,99,5,12,1,0,0,0
14,North Texas,21,Rice,17,North Texas,Rice,99,99,79,155,0,99,99,5,14,1,0,0,0
14,(22) Oregon State,38,(10) Oregon,34,Oregon State,Oregon,22,10,89,148,0,22,10,5,15,0,1,0,0
14,(11) Penn State,35,Michigan State,16,Penn State,Michigan State,11,99,90,111,0,11,99,5,16,1,0,0,0
14,Pittsburgh,42,Miami (FL),16,Pittsburgh,Miami (FL),99,99,61,151,1,99,99,5,20,1,0,0,0
14,Purdue,30,Indiana,16,Purdue,Indiana,99,99,43,153,1,99,99,5,15,0,1,0,0
14,San Jose State,27,Hawaii,14,San Jose State,Hawaii,99,99,96,71,0,99,99,5,15,0,1,0,0
14,South Alabama,27,Old Dominion,20,South Alabama,Old Dominion,99,99,97,147,0,99,99,5,13,1,0,0,0
14,South Carolina,31,(7) Clemson,30,South Carolina,Clemson,7,99,23,165,1,99,7,5,12,1,0,0,0
14,(5) Southern California,38,(13) Notre Dame,27,Southern California,Notre Dame,5,13,100,142,0,5,13,5,19,0,1,0,0
14,Southern Methodist,34,Memphis,31,Southern Methodist,Memphis,99,99,101,106,0,99,99,5,15,0,1,0,0
14,Southern Mississippi,20,Louisiana-Monroe,10,Southern Mississippi,Louisiana-Monroe,99,99,55,176,1,99,99,5,17,1,0,0,0
14,Syracuse,32,Boston College,23,Syracuse,Boston College,99,99,14,182,1,99,99,5,19,0,1,0,0
14,(9) Tennessee,56,Vanderbilt,0,Tennessee,Vanderbilt,99,9,121,185,1,9,99,5,19,0,1,0,0
14,Texas A&M,38,(6) Louisiana State,23,Texas A&M,Louisiana State,99,6,108,97,0,99,6,5,19,1,0,0,0
14,(4) Texas Christian,62,Iowa State,14,Texas Christian,Iowa State,4,99,109,84,0,4,99,5,16,1,0,0,0
14,Texas Tech,51,Oklahoma,48,Texas Tech,Oklahoma,99,99,111,145,0,99,99,5,19,0,1,0,0
14,Texas-San Antonio,34,Texas-El Paso,31,Texas-San Antonio,Texas-El Paso,99,99,113,195,0,99,99,5,15,0,1,0,0
14,Troy,48,Arkansas State,19,Troy,Arkansas State,99,99,8,199,1,99,99,5,15,1,0,0,0
14,Tulsa,37,Houston,30,Tulsa,Houston,99,99,41,201,1,99,99,5,19,0,1,0,0
14,(14) Utah,63,Colorado,21,Utah,Colorado,99,14,25,203,1,14,99,5,16,1,0,0,0
14,(12) Washington,51,Washington State,33,Washington,Washington State,99,12,126,213,1,12,99,5,22,0,1,0,0
14,West Virginia,24,Oklahoma State,19,West Virginia,Oklahoma State,99,99,86,216,1,99,99,5,12,1,0,0,0
14,Western Kentucky,32,Florida Atlantic,31,Western Kentucky,Florida Atlantic,99,99,32,219,1,99,99,5,12,1,0,0,0
