Wk,Time,Winner,Pts,Loser,Pts.1,winners,losers,home_rank,away_rank,home_team_code,away_team_code,home_results,win_rank,lose_rank,dates,day_code
2,8:00 PM,Missouri,52,Louisiana Tech,24,Missouri,Louisiana Tech,99,99,69,98,0,99,99,2022-09-01,3
2,8:00 PM,Northern Illinois,34,Eastern Illinois,27,Northern Illinois,Eastern Illinois,99,99,80,52,0,99,99,2022-09-01,3
2,7:00 PM,(12) Oklahoma State,58,Central Michigan,44,Oklahoma State,Central Michigan,12,99,86,35,0,12,99,2022-09-01,3
2,8:00 PM,Penn State,35,Purdue,31,Penn State,Purdue,99,99,92,150,1,99,99,2022-09-01,3
2,7:00 PM,(17) Pittsburgh,38,West Virginia,31,Pittsburgh,West Virginia,17,99,91,216,0,17,99,2022-09-01,3
2,10:30 PM,San Jose State,21,Portland State,17,San Jose State,Portland State,99,99,96,152,0,99,99,2022-09-01,3
2,7:00 PM,Tennessee,59,Ball State,10,Tennessee,Ball State,99,99,106,18,0,99,99,2022-09-01,3
2,7:00 PM,Toledo,37,Long Island,0,Toledo,Long Island,99,99,114,95,0,99,99,2022-09-01,3
2,7:30 PM,(22) Wake Forest,44,Virginia Military Institute,10,Wake Forest,Virginia Military Institute,22,99,124,209,0,22,99,2022-09-01,3
2,7:30 PM,Duke,30,Temple,0,Duke,Temple,99,99,28,184,0,99,99,2022-09-02,4
2,7:00 PM,Eastern Michigan,42,Eastern Kentucky,34,Eastern Michigan,Eastern Kentucky,99,99,30,53,0,99,99,2022-09-02,4
2,8:00 PM,Indiana,23,Illinois,20,Indiana,Illinois,99,99,43,78,0,99,99,2022-09-02,4
2,8:00 PM,Kansas,56,Tennessee Tech,10,Kansas,Tennessee Tech,99,99,47,187,0,99,99,2022-09-02,4
2,7:00 PM,(15) Michigan State,35,Western Michigan,13,Michigan State,Western Michigan,15,99,64,220,0,15,99,2022-09-02,4
2,7:00 PM,Old Dominion,20,Virginia Tech,17,Old Dominion,Virginia Tech,99,99,87,210,0,99,99,2022-09-02,4
2,10:00 PM,Texas Christian,38,Colorado,13,Texas Christian,Colorado,99,99,25,191,1,99,99,2022-09-02,4
2,7:00 PM,William & Mary,41,Charlotte,24,William & Mary,Charlotte,99,99,21,221,1,99,99,2022-09-02,4
2,1:00 PM,Air Force,48,Northern Iowa,17,Air Force,Northern Iowa,99,99,0,139,0,99,99,2022-09-03,5
2,7:30 PM,(1) Alabama,55,Utah State,0,Alabama,Utah State,1,99,2,204,0,1,99,2022-09-03,5
2,3:30 PM,Arizona,38,San Diego State,20,Arizona,San Diego State,99,99,95,10,1,99,99,2022-09-03,5
2,3:30 PM,(19) Arkansas,31,(23) Cincinnati,24,Arkansas,Cincinnati,19,23,7,39,0,19,23,2022-09-03,5
2,7:00 PM,Arkansas State,58,Grambling State,3,Arkansas State,Grambling State,99,99,8,70,0,99,99,2022-09-03,5
2,7:00 PM,Auburn,42,Mercer,16,Auburn,Mercer,99,99,10,107,0,99,99,2022-09-03,5
2,7:00 PM,(10) Baylor,69,Albany,10,Baylor,Albany,10,99,12,7,0,10,99,2022-09-03,5
2,4:00 PM,(25) Brigham Young,50,South Florida,21,Brigham Young,South Florida,99,25,99,24,1,25,99,2022-09-03,5
2,4:00 PM,California,34,California-Davis,13,California,California-Davis,99,99,18,30,0,99,99,2022-09-03,5
2,7:00 PM,Coastal Carolina,38,Army,28,Coastal Carolina,Army,99,99,24,15,0,99,99,2022-09-03,5
2,12:00 PM,Connecticut,28,Central Connecticut State,3,Connecticut,Central Connecticut State,99,99,27,33,0,99,99,2022-09-03,5
2,12:00 PM,Delaware,14,Navy,7,Delaware,Navy,99,99,70,47,1,99,99,2022-09-03,5
2,7:00 PM,Florida,29,(7) Utah,26,Florida,Utah,99,7,31,203,0,99,7,2022-09-03,5
2,3:30 PM,(3) Georgia,49,(11) Oregon,3,Georgia,Oregon,99,99,72,226,3,3,11,2022-09-03,5
2,6:00 PM,Georgia Southern,59,Morgan State,7,Georgia Southern,Morgan State,99,99,37,118,0,99,99,2022-09-03,5
2,3:30 PM,(24) Houston,37,Texas-San Antonio,35,Houston,Texas-San Antonio,99,24,113,73,1,24,99,2022-09-03,5
2,12:00 PM,Iowa,7,South Dakota State,3,Iowa,South Dakota State,99,99,44,168,0,99,99,2022-09-03,5
2,2:00 PM,Iowa State,42,Southeast Missouri State,10,Iowa State,Southeast Missouri State,99,99,45,170,0,99,99,2022-09-03,5
2,6:00 PM,James Madison,44,Middle Tennessee State,7,James Madison,Middle Tennessee State,99,99,46,112,0,99,99,2022-09-03,5
2,7:00 PM,Kansas State,34,South Dakota,0,Kansas State,South Dakota,99,99,48,167,0,99,99,2022-09-03,5
2,7:00 PM,(20) Kentucky,37,Miami (OH),13,Kentucky,Miami (OH),20,99,50,109,0,20,99,2022-09-03,5
2,7:00 PM,Liberty,29,Southern Mississippi,27,Liberty,Southern Mississippi,99,99,102,94,1,99,99,2022-09-03,5
2,7:00 PM,Louisiana,24,Southeastern Louisiana,7,Louisiana,Southeastern Louisiana,99,99,52,171,0,99,99,2022-09-03,5
2,3:30 PM,Marshall,55,Norfolk State,3,Marshall,Norfolk State,99,99,57,128,0,99,99,2022-09-03,5
2,12:00 PM,Maryland,31,Buffalo,10,Maryland,Buffalo,99,99,58,27,0,99,99,2022-09-03,5
2,3:30 PM,(16) Miami (FL),70,Bethune-Cookman,13,Miami (FL),Bethune-Cookman,16,99,61,20,0,16,99,2022-09-03,5
2,12:00 PM,(8) Michigan,51,Colorado State,7,Michigan,Colorado State,8,99,63,45,0,8,99,2022-09-03,5
2,4:00 PM,(21) Mississippi,28,Troy,10,Mississippi,Troy,21,99,67,199,0,21,99,2022-09-03,5
2,7:30 PM,Mississippi State,49,Memphis,23,Mississippi State,Memphis,99,99,68,106,0,99,99,2022-09-03,5
2,3:30 PM,Nebraska,38,North Dakota,17,Nebraska,North Dakota,99,99,71,133,0,99,99,2022-09-03,5
2,5:30 PM,Nevada,38,Texas State,14,Nevada,Texas State,99,99,73,193,0,99,99,2022-09-03,5
2,8:00 PM,New Mexico,41,Maine,0,New Mexico,Maine,99,99,75,101,0,99,99,2022-09-03,5
2,12:00 PM,North Carolina,63,Appalachian State,61,North Carolina,Appalachian State,99,99,4,130,1,99,99,2022-09-03,5
2,12:00 PM,(13) North Carolina State,21,East Carolina,20,North Carolina State,East Carolina,99,13,29,132,1,13,99,2022-09-03,5
2,6:00 PM,Ohio,41,Florida Atlantic,38,Ohio,Florida Atlantic,99,99,83,59,0,99,99,2022-09-03,5
2,7:30 PM,(2) Ohio State,21,(5) Notre Dame,10,Ohio State,Notre Dame,2,5,84,142,0,2,5,2022-09-03,5
2,3:30 PM,(9) Oklahoma,45,Texas-El Paso,13,Oklahoma,Texas-El Paso,9,99,85,195,0,9,99,2022-09-03,5
2,10:30 PM,Oregon State,34,Boise State,17,Oregon State,Boise State,99,99,89,21,0,99,99,2022-09-03,5
2,12:00 PM,Rutgers,22,Boston College,21,Rutgers,Boston College,99,99,14,158,1,99,99,2022-09-03,5
2,5:00 PM,South Alabama,48,Nicholls State,7,South Alabama,Nicholls State,99,99,97,127,0,99,99,2022-09-03,5
2,7:30 PM,South Carolina,35,Georgia State,14,South Carolina,Georgia State,99,99,98,68,0,99,99,2022-09-03,5
2,6:00 PM,(14) Southern California,66,Rice,14,Southern California,Rice,14,99,100,155,0,14,99,2022-09-03,5
2,7:30 PM,Southern Methodist,48,North Texas,10,Southern Methodist,North Texas,99,99,79,175,1,99,99,2022-09-03,5
2,8:00 PM,Stanford,41,Colgate,10,Stanford,Colgate,99,99,103,43,0,99,99,2022-09-03,5
2,8:00 PM,Syracuse,31,Louisville,7,Syracuse,Louisville,99,99,104,100,0,99,99,2022-09-03,5
2,8:00 PM,Texas,52,Louisiana-Monroe,10,Texas,Louisiana-Monroe,99,99,107,99,0,99,99,2022-09-03,5
2,12:00 PM,(6) Texas A&M,31,Sam Houston State,0,Texas A&M,Sam Houston State,6,99,108,160,0,6,99,2022-09-03,5
2,8:00 PM,Texas Tech,63,Murray State,10,Texas Tech,Murray State,99,99,111,119,0,99,99,2022-09-03,5
2,7:00 PM,Tulane,42,Massachusetts,10,Tulane,Massachusetts,99,99,116,104,0,99,99,2022-09-03,5
2,2:30 PM,UCLA,45,Bowling Green,17,UCLA,Bowling Green,99,99,118,23,0,99,99,2022-09-03,5
2,7:00 PM,Vanderbilt,42,Elon,31,Vanderbilt,Elon,99,99,121,56,0,99,99,2022-09-03,5
2,12:30 PM,Virginia,34,Richmond,17,Virginia,Richmond,99,99,122,156,0,99,99,2022-09-03,5
2,10:30 PM,Washington,45,Kent State,20,Washington,Kent State,99,99,125,90,0,99,99,2022-09-03,5
2,9:30 PM,Washington State,24,Idaho,17,Washington State,Idaho,99,99,126,76,0,99,99,2022-09-03,5
2,7:00 PM,(18) Wisconsin,38,Illinois State,0,Wisconsin,Illinois State,18,99,130,79,0,18,99,2022-09-03,5
2,3:30 PM,Wyoming,40,Tulsa,37,Wyoming,Tulsa,99,99,131,201,0,99,99,2022-09-03,5
2,7:30 PM,Florida State,24,Louisiana State,23,Florida State,Louisiana State,99,99,72,226,3,99,99,2022-09-04,6
2,12:00 AM,Western Kentucky,49,Hawaii,17,Western Kentucky,Hawaii,99,99,40,219,1,99,99,2022-09-04,6
2,8:00 PM,(4) Clemson,41,Georgia Tech,10,Clemson,Georgia Tech,99,4,39,41,1,4,99,2022-09-05,0
3,9:00 PM,Boise State,31,New Mexico,14,Boise State,New Mexico,99,99,75,21,1,99,99,2022-09-09,4
3,7:30 PM,Louisville,20,Central Florida,14,Louisville,Central Florida,99,99,19,100,1,99,99,2022-09-09,4
3,3:30 PM,Air Force,41,Colorado,10,Air Force,Colorado,99,99,0,44,0,99,99,2022-09-10,5
3,12:00 PM,(1) Alabama,20,Texas,19,Alabama,Texas,99,1,107,3,1,1,99,2022-09-10,5
3,3:30 PM,Appalachian State,17,(6) Texas A&M,14,Appalachian State,Texas A&M,6,99,108,9,1,99,6,2022-09-10,5
3,12:00 PM,(16) Arkansas,44,South Carolina,30,Arkansas,South Carolina,16,99,7,165,0,16,99,2022-09-10,5
3,7:30 PM,Auburn,24,San Jose State,16,Auburn,San Jose State,99,99,10,163,0,99,99,2022-09-10,5
3,10:15 PM,(21) Brigham Young,26,(9) Baylor,20,Brigham Young,Baylor,21,9,16,19,0,21,9,2022-09-10,5
3,4:00 PM,California,20,Nevada-Las Vegas,14,California,Nevada-Las Vegas,99,99,18,123,0,99,99,2022-09-10,5
3,3:30 PM,Cincinnati,63,Kennesaw State,10,Cincinnati,Kennesaw State,99,99,22,89,0,99,99,2022-09-10,5
3,3:30 PM,(5) Clemson,35,Furman,12,Clemson,Furman,5,99,23,64,0,5,99,2022-09-10,5
3,6:00 PM,Coastal Carolina,31,Gardner-Webb,27,Coastal Carolina,Gardner-Webb,99,99,24,65,0,99,99,2022-09-10,5
3,12:00 PM,Duke,31,Northwestern,23,Duke,Northwestern,99,99,81,48,1,99,99,2022-09-10,5
3,6:00 PM,East Carolina,39,Old Dominion,21,East Carolina,Old Dominion,99,99,29,147,0,99,99,2022-09-10,5
3,4:00 PM,Eastern Kentucky,59,Bowling Green,57,Eastern Kentucky,Bowling Green,99,99,15,53,1,99,99,2022-09-10,5
3,6:00 PM,Florida Atlantic,42,Southeastern Louisiana,9,Florida Atlantic,Southeastern Louisiana,99,99,32,171,0,99,99,2022-09-10,5
3,4:00 PM,(2) Georgia,33,Samford,0,Georgia,Samford,2,99,36,161,0,2,99,2022-09-10,5
3,7:30 PM,Georgia Southern,45,Nebraska,42,Georgia Southern,Nebraska,99,99,71,67,1,99,99,2022-09-10,5
3,7:00 PM,Georgia Tech,35,Western Carolina,17,Georgia Tech,Western Carolina,99,99,39,217,0,99,99,2022-09-10,5
3,6:00 PM,Holy Cross,37,Buffalo,31,Holy Cross,Buffalo,99,99,17,72,1,99,99,2022-09-10,5
3,4:00 PM,Illinois,24,Virginia,3,Illinois,Virginia,99,99,42,208,0,99,99,2022-09-10,5
3,5:30 PM,Incarnate Word,55,Nevada,41,Incarnate Word,Nevada,99,99,73,80,1,99,99,2022-09-10,5
3,8:00 PM,Indiana,35,Idaho,22,Indiana,Idaho,99,99,43,76,0,99,99,2022-09-10,5
3,4:00 PM,Iowa State,10,Iowa,7,Iowa State,Iowa,99,99,44,84,1,99,99,2022-09-10,5
3,4:00 PM,James Madison,63,Norfolk State,7,James Madison,Norfolk State,99,99,46,128,0,99,99,2022-09-10,5
3,6:00 PM,Kansas,55,West Virginia,42,Kansas,West Virginia,99,99,127,87,1,99,99,2022-09-10,5
3,12:00 PM,Kansas State,40,Missouri,12,Kansas State,Missouri,99,99,48,116,0,99,99,2022-09-10,5
3,7:00 PM,(20) Kentucky,26,(12) Florida,16,Kentucky,Florida,12,20,31,91,1,20,12,2022-09-10,5
3,6:00 PM,Liberty,21,Alabama-Birmingham,14,Liberty,Alabama-Birmingham,99,99,51,6,0,99,99,2022-09-10,5
3,,Louisiana,49,Eastern Michigan,21,Louisiana,Eastern Michigan,99,99,52,54,0,99,99,2022-09-10,5
3,7:30 PM,Louisiana State,65,Southern,17,Louisiana State,Southern,99,99,53,172,0,99,99,2022-09-10,5
3,7:00 PM,Louisiana Tech,52,Stephen F. Austin,17,Louisiana Tech,Stephen F. Austin,99,99,54,180,0,99,99,2022-09-10,5
3,8:00 PM,Louisiana-Monroe,35,Nicholls State,7,Louisiana-Monroe,Nicholls State,99,99,55,127,0,99,99,2022-09-10,5
3,2:30 PM,Marshall,26,(8) Notre Dame,21,Marshall,Notre Dame,8,99,82,102,1,99,8,2022-09-10,5
3,3:30 PM,Maryland,56,Charlotte,21,Maryland,Charlotte,99,99,21,103,1,99,99,2022-09-10,5
3,3:30 PM,Memphis,37,Navy,13,Memphis,Navy,99,99,70,106,1,99,99,2022-09-10,5
3,12:00 PM,(15) Miami (FL),30,Southern Mississippi,7,Miami (FL),Southern Mississippi,15,99,61,176,0,15,99,2022-09-10,5
3,6:00 PM,Miami (OH),31,Robert Morris,14,Miami (OH),Robert Morris,99,99,62,157,0,99,99,2022-09-10,5
3,8:00 PM,(4) Michigan,56,Hawaii,10,Michigan,Hawaii,4,99,63,71,0,4,99,2022-09-10,5
3,4:00 PM,(14) Michigan State,52,Akron,0,Michigan State,Akron,14,99,64,2,0,14,99,2022-09-10,5
3,4:00 PM,Middle Tennessee State,34,Colorado State,19,Middle Tennessee State,Colorado State,99,99,26,112,1,99,99,2022-09-10,5
3,12:00 PM,Minnesota,62,Western Illinois,10,Minnesota,Western Illinois,99,99,66,218,0,99,99,2022-09-10,5
3,,(22) Mississippi,59,Central Arkansas,3,Mississippi,Central Arkansas,22,99,67,32,0,22,99,2022-09-10,5
3,11:00 PM,Mississippi State,39,Arizona,17,Mississippi State,Arizona,99,99,5,115,1,99,99,2022-09-10,5
3,12:00 PM,North Carolina,35,Georgia State,28,North Carolina,Georgia State,99,99,38,130,1,99,99,2022-09-10,5
3,12:30 PM,(18) North Carolina State,55,Charleston Southern,3,North Carolina State,Charleston Southern,18,99,78,36,0,18,99,2022-09-10,5
3,7:30 PM,North Texas,59,Texas Southern,27,North Texas,Texas Southern,99,99,79,192,0,99,99,2022-09-10,5
3,12:00 PM,(3) Ohio State,45,Arkansas State,12,Ohio State,Arkansas State,3,99,84,13,0,3,99,2022-09-10,5
3,7:00 PM,(7) Oklahoma,33,Kent State,3,Oklahoma,Kent State,7,99,85,90,0,7,99,2022-09-10,5
3,7:30 PM,(11) Oklahoma State,34,Arizona State,17,Oklahoma State,Arizona State,11,99,86,11,0,11,99,2022-09-10,5
3,8:30 PM,Oregon,70,Eastern Washington,14,Oregon,Eastern Washington,99,99,88,55,0,99,99,2022-09-10,5
3,10:30 PM,Oregon State,35,Fresno State,32,Oregon State,Fresno State,99,99,35,149,1,99,99,2022-09-10,5
3,12:00 PM,Penn State,46,Ohio,10,Penn State,Ohio,99,99,90,143,0,99,99,2022-09-10,5
3,4:00 PM,Purdue,56,Indiana State,0,Purdue,Indiana State,99,99,92,82,0,99,99,2022-09-10,5
3,7:30 PM,Rice,52,McNeese State,10,Rice,McNeese State,99,99,93,105,0,99,99,2022-09-10,5
3,4:00 PM,Rutgers,66,Wagner,7,Rutgers,Wagner,99,99,94,211,0,99,99,2022-09-10,5
3,8:00 PM,San Diego State,38,Idaho State,7,San Diego State,Idaho State,99,99,95,77,0,99,99,2022-09-10,5
3,1:00 PM,South Alabama,38,Central Michigan,24,South Alabama,Central Michigan,99,99,20,164,1,99,99,2022-09-10,5
3,7:00 PM,South Florida,42,Howard,20,South Florida,Howard,99,99,99,75,0,99,99,2022-09-10,5
3,7:30 PM,(10) Southern California,41,Stanford,28,Southern California,Stanford,99,10,103,173,1,10,99,2022-09-10,5
3,7:00 PM,Southern Methodist,45,Lamar,16,Southern Methodist,Lamar,99,99,101,93,0,99,99,2022-09-10,5
3,7:00 PM,Syracuse,48,Connecticut,14,Syracuse,Connecticut,99,99,27,182,1,99,99,2022-09-10,5
3,2:00 PM,Temple,30,Lafayette,14,Temple,Lafayette,99,99,105,92,0,99,99,2022-09-10,5
3,3:30 PM,(24) Tennessee,34,(17) Pittsburgh,27,Tennessee,Pittsburgh,17,24,91,185,1,24,17,2022-09-10,5
3,8:00 PM,Texas Christian,59,Tarleton State,17,Texas Christian,Tarleton State,99,99,109,183,0,99,99,2022-09-10,5
3,7:00 PM,Texas State,41,Florida International,12,Texas State,Florida International,99,99,110,60,0,99,99,2022-09-10,5
3,4:00 PM,Texas Tech,33,(25) Houston,30,Texas Tech,Houston,99,25,111,73,0,99,25,2022-09-10,5
3,9:00 PM,Texas-El Paso,20,New Mexico State,13,Texas-El Paso,New Mexico State,99,99,112,126,0,99,99,2022-09-10,5
3,12:00 PM,Texas-San Antonio,41,Army,38,Texas-San Antonio,Army,99,99,9,196,1,99,99,2022-09-10,5
3,7:00 PM,Toledo,55,Massachusetts,10,Toledo,Massachusetts,99,99,114,104,0,99,99,2022-09-10,5
3,8:00 PM,Troy,38,Alabama A&M,17,Troy,Alabama A&M,99,99,115,4,0,99,99,2022-09-10,5
3,7:00 PM,Tulane,52,Alcorn State,0,Tulane,Alcorn State,99,99,116,8,0,99,99,2022-09-10,5
3,7:00 PM,Tulsa,38,Northern Illinois,35,Tulsa,Northern Illinois,99,99,117,138,0,99,99,2022-09-10,5
3,5:00 PM,UCLA,45,Alabama State,7,UCLA,Alabama State,99,99,118,5,0,99,99,2022-09-10,5
3,1:30 PM,(13) Utah,73,Southern Utah,7,Utah,Southern Utah,13,99,119,177,0,13,99,2022-09-10,5
3,8:00 PM,Virginia Tech,27,Boston College,10,Virginia Tech,Boston College,99,99,123,22,0,99,99,2022-09-10,5
3,12:00 PM,(23) Wake Forest,45,Vanderbilt,25,Wake Forest,Vanderbilt,99,23,121,212,1,23,99,2022-09-10,5
3,4:00 PM,Washington,52,Portland State,6,Washington,Portland State,99,99,125,152,0,99,99,2022-09-10,5
3,3:30 PM,Washington State,17,(19) Wisconsin,14,Washington State,Wisconsin,19,99,130,214,1,99,19,2022-09-10,5
3,7:00 PM,Weber State,35,Utah State,7,Weber State,Utah State,99,99,120,215,1,99,99,2022-09-10,5
3,2:00 PM,Western Michigan,37,Ball State,30,Western Michigan,Ball State,99,99,11,220,1,99,99,2022-09-10,5
3,4:00 PM,Wyoming,33,Northern Colorado,10,Wyoming,Northern Colorado,99,99,131,137,0,99,99,2022-09-10,5
4,7:30 PM,Florida State,35,Louisville,31,Florida State,Louisville,99,99,56,61,1,99,99,2022-09-16,4
4,8:00 PM,Wyoming,17,Air Force,14,Wyoming,Air Force,99,99,131,1,0,99,99,2022-09-16,4
4,4:00 PM,(2) Alabama,63,Louisiana-Monroe,7,Alabama,Louisiana-Monroe,2,99,2,99,0,2,99,2022-09-17,5
4,3:30 PM,Alabama-Birmingham,35,Georgia Southern,21,Alabama-Birmingham,Georgia Southern,99,99,3,67,0,99,99,2022-09-17,5
4,3:30 PM,Appalachian State,32,Troy,28,Appalachian State,Troy,99,99,4,199,0,99,99,2022-09-17,5
4,11:00 PM,Arizona,31,North Dakota State,28,Arizona,North Dakota State,99,99,5,134,0,99,99,2022-09-17,5
4,7:00 PM,(10) Arkansas,38,Missouri State,27,Arkansas,Missouri State,10,99,7,117,0,10,99,2022-09-17,5
4,12:00 PM,Army,49,Villanova,10,Army,Villanova,99,99,9,207,0,99,99,2022-09-17,5
4,2:00 PM,Ball State,31,Murray State,0,Ball State,Murray State,99,99,11,119,0,99,99,2022-09-17,5
4,12:00 PM,(17) Baylor,42,Texas State,7,Baylor,Texas State,17,99,12,193,0,17,99,2022-09-17,5
4,4:00 PM,Boise State,30,Tennessee-Martin,7,Boise State,Tennessee-Martin,99,99,13,188,0,99,99,2022-09-17,5
4,7:30 PM,Boston College,38,Maine,17,Boston College,Maine,99,99,14,101,0,99,99,2022-09-17,5
4,5:00 PM,Bowling Green,34,Marshall,31,Bowling Green,Marshall,99,99,15,102,0,99,99,2022-09-17,5
4,7:30 PM,Central Florida,40,Florida Atlantic,14,Central Florida,Florida Atlantic,99,99,32,34,1,99,99,2022-09-17,5
4,1:00 PM,Central Michigan,41,Bucknell,0,Central Michigan,Bucknell,99,99,20,26,0,99,99,2022-09-17,5
4,7:00 PM,Charlotte,42,Georgia State,41,Charlotte,Georgia State,99,99,38,37,1,99,99,2022-09-17,5
4,12:00 PM,Cincinnati,38,Miami (OH),17,Cincinnati,Miami (OH),99,99,72,226,3,99,99,2022-09-17,5
4,8:00 PM,(5) Clemson,48,Louisiana Tech,20,Clemson,Louisiana Tech,5,99,23,98,0,5,99,2022-09-17,5
4,1:00 PM,Coastal Carolina,38,Buffalo,26,Coastal Carolina,Buffalo,99,99,24,27,0,99,99,2022-09-17,5
4,6:00 PM,Duke,49,North Carolina A&T,20,Duke,North Carolina A&T,99,99,28,131,0,99,99,2022-09-17,5
4,6:00 PM,East Carolina,49,Campbell,10,East Carolina,Campbell,99,99,29,31,0,99,99,2022-09-17,5
4,11:00 PM,Eastern Michigan,30,Arizona State,21,Eastern Michigan,Arizona State,99,99,6,54,1,99,99,2022-09-17,5
4,7:30 PM,(18) Florida,31,South Florida,28,Florida,South Florida,18,99,31,169,0,18,99,2022-09-17,5
4,12:00 PM,(1) Georgia,48,South Carolina,7,Georgia,South Carolina,99,1,98,66,1,1,99,2022-09-17,5
4,12:00 PM,Indiana,33,Western Kentucky,30,Indiana,Western Kentucky,99,99,43,219,0,99,99,2022-09-17,5
4,7:30 PM,Iowa,27,Nevada,0,Iowa,Nevada,99,99,44,122,0,99,99,2022-09-17,5
4,2:00 PM,Iowa State,43,Ohio,10,Iowa State,Ohio,99,99,45,143,0,99,99,2022-09-17,5
4,4:00 PM,Kansas,48,Houston,30,Kansas,Houston,99,99,41,87,1,99,99,2022-09-17,5
4,12:00 PM,Kent State,63,Long Island,10,Kent State,Long Island,99,99,49,95,0,99,99,2022-09-17,5
4,12:00 PM,(9) Kentucky,31,Youngstown State,0,Kentucky,Youngstown State,9,99,50,225,0,9,99,2022-09-17,5
4,6:00 PM,Louisiana State,31,Mississippi State,16,Louisiana State,Mississippi State,99,99,53,115,0,99,99,2022-09-17,5
4,7:30 PM,Maryland,34,Southern Methodist,27,Maryland,Southern Methodist,99,99,58,175,0,99,99,2022-09-17,5
4,3:30 PM,Massachusetts,20,Stony Brook,3,Massachusetts,Stony Brook,99,99,59,181,0,99,99,2022-09-17,5
4,7:00 PM,Memphis,44,Arkansas State,32,Memphis,Arkansas State,99,99,60,13,0,99,99,2022-09-17,5
4,12:00 PM,(4) Michigan,59,Connecticut,0,Michigan,Connecticut,4,99,63,46,0,4,99,2022-09-17,5
4,7:00 PM,Middle Tennessee State,49,Tennessee State,6,Middle Tennessee State,Tennessee State,99,99,65,186,0,99,99,2022-09-17,5
4,3:30 PM,Minnesota,49,Colorado,7,Minnesota,Colorado,99,99,66,44,0,99,99,2022-09-17,5
4,3:30 PM,(20) Mississippi,42,Georgia Tech,0,Mississippi,Georgia Tech,99,20,39,114,1,20,99,2022-09-17,5
4,12:00 PM,Missouri,34,Abilene Christian,17,Missouri,Abilene Christian,99,99,69,0,0,99,99,2022-09-17,5
4,3:00 PM,Nevada-Las Vegas,58,North Texas,27,Nevada-Las Vegas,North Texas,99,99,74,135,0,99,99,2022-09-17,5
4,8:00 PM,New Mexico,27,Texas-El Paso,10,New Mexico,Texas-El Paso,99,99,75,195,0,99,99,2022-09-17,5
4,7:00 PM,(16) North Carolina State,27,Texas Tech,14,North Carolina State,Texas Tech,16,99,78,194,0,16,99,2022-09-17,5
4,2:30 PM,Notre Dame,24,California,17,Notre Dame,California,99,99,82,29,0,99,99,2022-09-17,5
4,7:00 PM,(3) Ohio State,77,Toledo,21,Ohio State,Toledo,3,99,84,197,0,3,99,2022-09-17,5
4,12:00 PM,(6) Oklahoma,49,Nebraska,14,Oklahoma,Nebraska,99,6,71,145,1,6,99,2022-09-17,5
4,7:00 PM,(8) Oklahoma State,63,Arkansas-Pine Bluff,7,Oklahoma State,Arkansas-Pine Bluff,8,99,86,14,0,8,99,2022-09-17,5
4,3:30 PM,(25) Oregon,41,(12) Brigham Young,20,Oregon,Brigham Young,25,12,88,24,0,25,12,2022-09-17,5
